task_index,task_id,category,level,eval_type,ground_truth,query
20,svamp_chal_20,Subtraction,1,float_tol,\boxed{66},Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
21,svamp_chal_21,Addition,1,float_tol,\boxed{186},Baker made 121 cakes. He sold 105 of them and bought 170 new cakes. How many cakes does baker still have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
22,svamp_chal_22,Multiplication,1,float_tol,\boxed{20},An industrial machine worked for 5 minutes. It can make 4 shirts a minute. How many shirts did machine make?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
23,svamp_chal_23,Common-Division,1,float_tol,\boxed{10},The bananas in Philip's collection are organized into groups of size 18. If there are a total of 180 bananas in Philip's banana collection How many groups are there?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
24,svamp_chal_24,Subtraction,1,float_tol,\boxed{1},There were some birds sitting on the fence. 4 more birds came to join them. If there are a total of 5 birds on the fence now How many birds had been sitting on the fence at the start?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
25,svamp_chal_25,Subtraction,1,float_tol,\boxed{1},Jerry had 3 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed some of the old ones. If there are 6 action figures on his shelf now How many action figures did he remove from the shelf?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
26,svamp_chal_26,Subtraction,1,float_tol,\boxed{60},Danny collects bottle caps and wrappers. He found 65 wrappers and 5 bottle caps at the park. Now he has 31 bottle caps and 9 wrappers in his collection. How many more wrappers than bottle caps did danny find at the park?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
27,svamp_chal_27,Addition,1,float_tol,\boxed{488},Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participate How many students participated in the suggestion of new food items?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
28,svamp_chal_28,Common-Division,1,float_tol,\boxed{1},Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initially How many crackers and cakes did each person eat?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
29,svamp_chal_29,Addition,1,float_tol,\boxed{89},"A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda. How many bottles of regular soda and diet soda did they have altogether?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
30,svamp_chal_30,Common-Division,1,float_tol,\boxed{2},"Dan has $ 3. He bought 2 candy bar for $ 4, each one costing the same amount of money. How much did each candy bar cost?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
31,svamp_chal_31,Subtraction,1,float_tol,\boxed{5},Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
32,svamp_chal_32,Subtraction,1,float_tol,\boxed{2},There were 15 roses and 62 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 17 roses and 96 orchids in the vase. How many roses did she cut?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
33,svamp_chal_33,Common-Division,1,float_tol,\boxed{1},There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
34,svamp_chal_34,Subtraction,1,float_tol,\boxed{63},There were 78 dollars in Olivia's wallet. She spent 15 dollars at a supermarket. How much money does she have left?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
35,svamp_chal_35,Subtraction,1,float_tol,\boxed{1},"Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the day How many emails did Jack receive in the afternoon?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
36,svamp_chal_36,Addition,1,float_tol,\boxed{1},Dan has $ 4. He bought a candy bar for $ 8. Then his friend have him $ 5 How much money is left?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
37,svamp_chal_37,Addition,1,float_tol,\boxed{949},"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 703 visitors came to the Buckingham palace on the previous day. If there were 246 visitors on that day How many visited the Buckingham palace within 25 days?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
38,svamp_chal_38,Subtraction,1,float_tol,\boxed{2},For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 7 more dollars. If she spent 4 dollars. How much more money did she receive from her mom than she did from her dad?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
39,svamp_chal_39,Common-Division,1,float_tol,\boxed{2},There are 142 bananas and 356 oranges in Philip's collection. If the bananas are organized into 47 groups and oranges are organized into 178 groups How big is each group of oranges?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
40,svamp_chal_40,Subtraction,1,float_tol,\boxed{3},There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the books How many more movies than books have you read?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
41,svamp_chal_41,Subtraction,1,float_tol,\boxed{10},Mary is baking a cake. The recipe calls for 12 cups of flour and 5 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour How many cups of flour did she put in?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
42,svamp_chal_42,Subtraction,1,float_tol,\boxed{4},Danny collects bottle caps and wrappers. He found 46 wrappers and 50 bottle caps at the park. Now he has 21 bottle caps and 52 wrappers in his collection. How many more bottle caps than wrappers did danny find at the park?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
43,svamp_chal_43,Multiplication,1,float_tol,\boxed{8142},Luke played 177 rounds of a trivia game. If he gained 46 points in each round How many points did he score in the game?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
44,svamp_chal_44,Subtraction,1,float_tol,\boxed{1},3 birds and 4 storks were sitting on the fence. 2 more birds came to join them. How many more birds than storks are sitting on the fence?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
45,svamp_chal_45,Subtraction,1,float_tol,\boxed{39},"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper. How far did the mouse jump?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
46,svamp_chal_46,Subtraction,1,float_tol,\boxed{32},Zachary did 35 push-ups and 3 crunches in gym class today. David did 58 more push-ups but 87 less crunches than zachary. How many more push-ups than crunches did Zachary do?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
47,svamp_chal_47,Addition,1,float_tol,\boxed{13},"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the afternoon and evening?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
48,svamp_chal_48,Subtraction,1,float_tol,\boxed{11},Jerry had 7 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed 10 of the old ones. If there are 8 action figures on his shelf now How many action figures did he add to the shelf?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
49,svamp_chal_49,Addition,1,float_tol,\boxed{26},Julia played tag with 12 kids on monday. She played tag with 14 kids on tuesday. She spent a total of 34 hours to play tag on both days. How many kids did she play with altogether?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
50,svamp_chal_50,Subtraction,1,float_tol,\boxed{266},Nell collects cards. She had 309 baseball cards and 356 Ace cards. She gave some of her cards to Jeff and now has 415 baseball cards and Ace cards left. How many more baseball cards than Ace cards does Nell have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
51,svamp_chal_51,Subtraction,1,float_tol,\boxed{57},"At the zoo, a cage had 93 snakes and 97 alligators. If 40 alligators were hiding How many alligators were not hiding?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
52,svamp_chal_52,Subtraction,1,float_tol,\boxed{6},You have read 8 books from the ' crazy silly school ' series. If there are a total of 14 different books in the ' crazy silly school ' series How many more do you still have to read?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
53,svamp_chal_53,Common-Division,1,float_tol,\boxed{4},Emily is making bead necklaces for her 43 friends. She had 20 beads and she was able to make 5 necklaces. How many beads did each necklace need?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
54,svamp_chal_54,Common-Division,1,float_tol,\boxed{2},Frank put 11 pieces of candy in each bag. If he had 22 pieces of candy How many bags would he have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
55,svamp_chal_55,Addition,1,float_tol,\boxed{24},A waiter had 12 customers. After some left he still had 14 customers. Then he got 10 new customers How many customers does he have now?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
56,svamp_chal_56,Addition,1,float_tol,\boxed{204},A farmer had 90 tomatoes in his garden. If he picked 154 of them yesterday and 50 today. How many tomatoes did he pick in all?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
57,svamp_chal_57,Addition,1,float_tol,\boxed{20},"5 red peaches, 14 yellow peaches and 6 green peaches are in the basket. How many green and yellow peaches are in the basket?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
58,svamp_chal_58,Subtraction,1,float_tol,\boxed{31},Winter is almost here and most animals are migrating to warmer countries. There were 89 bird families living near the mountain. If 60 bird families flew away for winter How many more bird families flew away for the winter than those that stayed behind?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
59,svamp_chal_59,Subtraction,1,float_tol,\boxed{10},There were 9 roses and 6 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 13 orchids and 3 roses in the vase. How many more orchids than roses are there in the vase now?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
60,svamp_chal_60,Subtraction,1,float_tol,\boxed{61},"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
61,svamp_chal_61,Addition,1,float_tol,\boxed{11},A waiter had 12 customers. While 15 customers left he got 14 new customers. How many customers does he still have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
62,svamp_chal_62,Common-Division,1,float_tol,\boxed{2},Emily is making bead necklaces for her 72 friends. She has 6 beads and each necklace takes 3 beads. How many necklaces can Emily make?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
63,svamp_chal_63,Common-Division,1,float_tol,\boxed{2},He also had 26 aquariums for saltwater animals. The aquarium had 52 saltwater animals in total and every aquarium had the same number of animals. How many saltwater animals does each aquarium have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
64,svamp_chal_64,Subtraction,1,float_tol,\boxed{2},Mary is baking a cake. The recipe calls for 11 cups of flour and 7 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour than sugar How many cups of flour did she put in?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
65,svamp_chal_65,Subtraction,1,float_tol,\boxed{139},Baker made 149 cakes and 91 pastries. If he sold 10 cakes and 90 pastries How many cakes would baker still have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
66,svamp_chal_66,Subtraction,1,float_tol,\boxed{3},Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left. How many files did he delete?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
67,svamp_chal_67,Common-Division,1,float_tol,\boxed{4},An industrial machine made 9 shirts yesterday and 8 shirts today. It can make 2 shirts a minute. How many minutes did the machine work today?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
68,svamp_chal_68,Common-Division,1,float_tol,\boxed{5},Rebecca wants to split a collection of eggs into 3 groups. Rebecca has 4 marbles and 15 eggs. How many eggs will each group have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
69,svamp_chal_69,Multiplication,1,float_tol,\boxed{22},Matthew had some crackers. If Matthew gave 2 crackers to each of his 11 friends How many crackers did Matthew have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
70,svamp_chal_70,Addition,1,float_tol,\boxed{111},Olivia spent 78 dollars at a supermarket. If she has 33 dollars left with her How much money did she have initially?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
71,svamp_chal_71,Multiplication,1,float_tol,\boxed{22090603},If Lewis earns $ 1357 every week during the 223 weeks of a harvest season. How much money will he earn if he works for 73 harvest seasons?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
72,svamp_chal_72,Subtraction,1,float_tol,\boxed{125},Because of the decision Sofia asked 310 students to suggest specific types of food. 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
73,svamp_chal_73,Addition,1,float_tol,\boxed{8},Jack received 3 emails and 64 letters in the morning. He then received 5 emails and 54 letters in the afternoon. How many emails did jack receive in the day?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
74,svamp_chal_74,Addition,1,float_tol,\boxed{75},Paco had 40 cookies. He ate 2 of them. Then he bought 37 more cookies How many cookies did Paco have left?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
75,svamp_chal_75,Addition,1,float_tol,\boxed{569},Because of the decision Sofia asked the students to suggest specific types of food. If 218 students suggested adding mashed potatoes as well as bacon while 351 suggested adding only bacon to the menu How many students suggested adding bacon?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
76,svamp_chal_76,Multiplication,1,float_tol,\boxed{2173},If each bag has 41 cookies and you had 53 bags of cookies How many cookies would you have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
77,svamp_chal_77,Subtraction,1,float_tol,\boxed{2},Rachel had to complete 2 pages of reading homework and 4 pages of math homework. How many more pages of math homework than reading homework did she have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
78,svamp_chal_78,Addition,1,float_tol,\boxed{8},Allan brought 5 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many balloons did Allan bring to the park?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
79,svamp_chal_79,Subtraction,1,float_tol,\boxed{2},"Julia played tag with 8 kids on monday, 11 kids on tuesday and 9 kids on wednesday. How many more kids did she play with on tuesday than on wednesday?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
80,svamp_chal_80,Multiplication,1,float_tol,\boxed{4300},The Razorback shop makes $ 5 dollars off each jersey and $ 215 off each t-shirt. During the Arkansas and Texas tech game they sold 20 t-shirts and 64 jerseys. How much money did they make from selling the t-shirts?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
81,svamp_chal_81,Subtraction,1,float_tol,\boxed{24},36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus. How many more children got off the bus than those that got on?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
82,svamp_chal_82,Common-Division,1,float_tol,\boxed{7},Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookies How many did each of them have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
83,svamp_chal_83,Subtraction,1,float_tol,\boxed{2},Tiffany was collecting cans for recycling. On monday she had 4 bags of cans. The next day she found some more bags worth of cans. If she had a total of 6 bags altogether How many bags did she find on the next day?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
84,svamp_chal_84,Subtraction,1,float_tol,\boxed{687},In a school there are 632 girls and 410 boys. 465 more girls joined the school. How many more girls than boys does the school have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
85,svamp_chal_85,Multiplication,1,float_tol,\boxed{20},Emily is making bead necklaces for her friends where each necklace takes 5 beads. She made 4 necklaces. How many beads did Emily have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
86,svamp_chal_86,Subtraction,1,float_tol,\boxed{30},Randy has 95 blocks. He uses 20 blocks to build a house and 50 blocks to build a tower. How many more blocks did he use to build the tower than he did to build the house?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
87,svamp_chal_87,Subtraction,1,float_tol,\boxed{1},2 birds and 6 storks were sitting on the fence. 3 more birds came to join them. How many more storks than birds are sitting on the fence?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
88,svamp_chal_88,Common-Division,1,float_tol,\boxed{17},The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they. What is the cost of each t-shirt?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
89,svamp_chal_89,Subtraction,1,float_tol,\boxed{5},Paco had 12 cookies. He ate 16 cookies and gave 21 of them to his friend. How many more cookies did he give to his friend than those he ate?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
90,svamp_chal_90,Subtraction,1,float_tol,\boxed{22},"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
91,svamp_chal_91,Subtraction,1,float_tol,\boxed{1},Josh had 3 marbles in his collection. He found 6 marbles while he lost 5 marbles. How many more marbles did he find than those he lost?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
92,svamp_chal_92,Subtraction,1,float_tol,\boxed{366},Because of the decision Sofia asked the students to suggest specific types of food. If 408 students suggested adding mashed potatoes while 42 suggested adding bacon to the menu How many more students suggested mashed potatoes than those that suggested bacon?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
93,svamp_chal_93,Subtraction,1,float_tol,\boxed{22},Paco had 40 cookies. He ate 5 cookies and gave 13 of them to his friend. How many cookies did paco have left?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
94,svamp_chal_94,Subtraction,1,float_tol,\boxed{1},Paco had 17 cookies. He ate 14 cookies and gave 13 of them to his friend. How many more cookies did he eat than those he gave to his friend?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
95,svamp_chal_95,Subtraction,1,float_tol,\boxed{1},Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days. How many more kids did she play with on monday than on tuesday?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
96,svamp_chal_96,Subtraction,1,float_tol,\boxed{1},Dan has $ 5. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money did he spend to buy chocolate than he did to buy candy bar?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
97,svamp_chal_97,Subtraction,1,float_tol,\boxed{12},Ed had 29 more marbles than Doug. Ed lost 17 of his marbles at the playground. How many more marbles did Ed have than Doug then?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
98,svamp_chal_98,Addition,1,float_tol,\boxed{30},"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The frog jumped 10 inches farther than the grasshopper and the mouse jumped 20 inches farther than the frog. How much farther did the mouse jump than the grasshopper?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
99,svamp_chal_99,Common-Division,1,float_tol,\boxed{7},Frank was reading through his favorite book. It took him 16 days to finish the book. If the book had 112 pages How many pages did he read per day?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
100,svamp_chal_100,Subtraction,1,float_tol,\boxed{15},There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
101,svamp_chal_101,Addition,1,float_tol,\boxed{10},Allan brought 3 balloons and Jake brought 5 balloons to the park. Allan then bought 2 more balloons at the park. How many balloons did Allan and Jake have in the park?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
102,svamp_chal_102,Subtraction,1,float_tol,\boxed{8},Josh lost 11 marbles. If he had 19 marbles in his collection earlier How many marbles does he have now?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
103,svamp_chal_103,Subtraction,1,float_tol,\boxed{1},Allan brought 6 balloons and Jake brought 3 balloons to the park. Jake then bought 4 more balloons at the park. How many more balloons did Jake have than Allan in the park?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
104,svamp_chal_104,Multiplication,1,float_tol,\boxed{154},Faye was placing her pencils into 14 rows with 11 pencils in each row. How many pencils does she have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
105,svamp_chal_105,Subtraction,1,float_tol,\boxed{39},A grocery store had 22 bottles of regular soda and 61 bottles of diet soda. How many more bottles of diet soda than regular soda did they have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
106,svamp_chal_106,Multiplication,1,float_tol,\boxed{96},There are 6 baskets of peaches. Each basket has 16 red peaches and 18 green peaches. How many red peaches are in the baskets altogether?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
107,svamp_chal_107,Subtraction,1,float_tol,\boxed{28462},During summer break 800059 kids from Lawrence county go to camp and the rest stay home. Lawrence county has 828521 kids in all. About how many kids stayed home?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
108,svamp_chal_108,Multiplication,1,float_tol,\boxed{10011},There are 141 pots. Each pot has 71 flowers and 91 sticks in it. How many flowers are there in all?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
109,svamp_chal_109,Subtraction,1,float_tol,\boxed{1},Allan brought 2 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
110,svamp_chal_110,Subtraction,1,float_tol,\boxed{23},"A chef had 58 apples. After making some pies, he had used 35. How many apples remained?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
111,svamp_chal_111,Common-Division,1,float_tol,\boxed{2},You had 26 bags with equal number of cookies. If you had 15 candies and 52 cookies in total How many cookies does each bag have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
112,svamp_chal_112,Multiplication,1,float_tol,\boxed{1862},He then went to see the oranges being harvested. He found out that they harvest 38 sacks per day and that each sack containes 42 oranges. How many sacks of oranges will they have after 49 days of harvest?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
113,svamp_chal_113,Subtraction,1,float_tol,\boxed{4},There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and 13 roses in the vase. How many orchids did she cut?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
114,svamp_chal_114,Subtraction,1,float_tol,\boxed{1},"Jack received 10 emails in the morning, 5 emails in the afternoon and 4 emails in the evening. How many more emails did Jack receive in the afternoon than in the evening?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}."
115,svamp_chal_115,Multiplication,1,float_tol,\boxed{84},Faye was placing her pencils into rows with 22 pencils in each row. She had 6 packs of pencils each one having 14 pencils. How many pencils does she have?  Solve this mathematical problem step-by-step. Put your final answer within \boxed{}.
